pid,ECategory,Event,ELevel
382310,hobbies,swimming,school
386316,sports,volleyball,district
386316,games,throwball,district
241998,cultural,cleared the intermediate exam with b grade,state
382324,sports,relay,school
382324,hobbies,swimming ,
reading,,,
listening to music ,,,
playing keyboard,,,
382324,others,extempore,school
386068,sports,running,school
386068,hobbies,dance,school
386146,sports,football and kabadi,school
386146,games,carrom and table tennis,school
386146,hobbies,dancing,school
386076,sports,no,
390310,sports,n.a,
390310,games,n.a,
390310,cultural,n.a,
390310,hobbies,n.a,
390310,others,n.a,
382164,hobbies,football,
382164,others,cricket,
382152,hobbies,playing cricket,school
382152,others,chess,
382032,cultural,bharat natyam,school
382032,hobbies,"dance,reading",
382166,sports,cricket,district
382166,games,badminton,school
382166,cultural,volley ball,school
382166,hobbies,throw ball,
382166,others,racing,
241998,sports,volleyball,school
386150,games,football,school
382224,sports,throwball,state
384156,sports,shot put,school
384156,games,disc throw,school
384156,cultural,cricket,
384156,others,professional mobile games,
386180,sports,karate,district
382138,sports,football,school
382146,sports,"long jump, racing",school
382146,cultural,dance compitation,school
382146,hobbies,"singing, drawing",school
382242,hobbies,"anchoring, reading, essay writing, quiz, writing",school
241998,sports,no,
241998,games,no,
241998,cultural,no,
241998,hobbies,anchoring,school
241998,others,reading,
386014,sports,cricket,school
386014,games,basket ball,school
386014,cultural,chess,
386014,hobbies,no,school
386014,others,researching about space system,
241998,sports,n.a,
241998,games,n.a,
241998,cultural,n.a,
241998,hobbies,cricket,school
241998,others,n.a,
368084,games,"counter strike 1.6,pubg mobile",school
368084,hobbies,"swimming,chess",school
368082,others,want to participate in events like sae baja and formula one,national
368076,games,cricket,school
368076,hobbies,singing ,school
368076,others,speech,school
368078,hobbies,drawing,school
384194,others,intermediate drawing exam,state
368086,hobbies,"playing football,singing,gaming",school
368054,sports,"cricket,football,badminton",school
368054,cultural,none,school
368054,hobbies,"playing,traveling",school
368068,sports,"weight lifting, marathon",state
368068,games,"marathon, garba",school
368068,cultural,"garba, dance",school
368068,hobbies,"doodling,art,craft,creative work",school
368060,sports,cricket,school
368060,games,world cricket championship 3,school
368060,hobbies,"playing cricket , learning more about new machine , travelling new places ",school
368060,others,chess,school
368096,sports,carrom ,school
382316,sports,two consecutive 1st prizes for inter-departmental throwball competition at thakur polytechnic.,school
382316,games,1st prize winner for inter-departmental chess competition at thakur polytechnic.,school
382316,cultural,nil,
382316,others,secretary of the iste committee of thakur polytechnic for academic year 2018-19.,national
384314,sports,football,state
384314,games,football,state
384320,games,chess,district
384318,cultural,paper presentation,district
384318,hobbies,drawing competition,school
384316,hobbies,reading,school
384316,others,music,
382318,sports,throw ball,state
382318,games,cricket,school
382318,hobbies,cricket,school
390320,sports,district lvl chess competition,district
390320,others,state level paper presentation,state
386308,sports,skating,school
386308,games,chess,school
386308,others,project presentation competition,state
382314,sports,"cricket,badminton",school
382314,games,cs online servers,
382314,hobbies,active participation in sports,
382314,others,internship in php,
382322,sports,basketball,state
382322,games,basketball,district
382322,cultural,dance,school
382322,hobbies,fashion show,state
382322,others,playing basketball,school
390322,sports,football ,
cricket,school,,
390322,games,carrom,school
390318,sports,hockey,district
386310,sports,running,school
386310,cultural,dance,school
386310,hobbies,readind,school
390314,sports,no,
390314,games,no,
390314,cultural,no,
390314,others,science district  level exam,district
382326,sports,football,school
382326,games,basketball,
382326,hobbies,instrumental,school
382326,others,drama,
390330,cultural,project and presentation compitition,state
390330,hobbies,playing carom,
390330,others,listening songs,
241998,sports,badminton,school
241998,games,carrom,school
241998,cultural,dance,school
241998,hobbies,playing games,school
390332,sports,volleyball,district
390332,games,carrom,school
390332,cultural,dance,district
390332,hobbies,dance,
390332,others,paper presentation,state
384250,sports,badmentan,school
384250,games,carrom,school
384250,cultural,dance,school
384250,hobbies,playing games,school
388314,sports,kabbadi,school
388314,games,carrom,school
388314,cultural,dancing,school
388314,hobbies,dancing,school
386314,sports,football,school
382256,hobbies,dancing,school
388110,sports,cricket,school
388110,games,football,
388110,others,dancing,
382258,others,msbte state level project competition,state
388310,hobbies,guitar,
388310,others,"attended ic engine work shop,attended aero modelling workshop for radio controlled plane",
384324,sports,cricket ,
badminton,district,,
384324,cultural,student co-ordinator,school
384324,others,national level quiz winner(2 times),
state level paper presentation (winner),,,
national level papper presentation(runner up),,,
international paper published at irjet,national,,
382330,sports,cricket,school
388112,sports,skating,state
388112,games,table tennis,school
388112,cultural,swimming,
388112,hobbies,athletics,school
388114,sports,cricket,school
388114,games,carrom,school
386326,sports,cricket,school
324192,sports,-,school
324192,games,-,school
324192,cultural,-,school
324192,hobbies,-,school
324192,others,-,school
382516,sports,chess winner in intra college event,school
382516,others,secretary of indian society for technical education(iste) committee for the year 2018-19,national
382530,sports,cricket,school
382532,sports,cricket,school
382510,sports,football,school
382522,sports,basketball,state
382522,cultural,"dance,fashion show",school
382522,hobbies,"swimming, basketball, gyming",district
382524,games,relay,school
382524,cultural,"dance, comparing,",school
382524,hobbies,"swimming, reading, music, ",school
382508,hobbies,reading and writing poems,school
382502,cultural,gathering,school
382502,hobbies,"reading books, listen songs,dancing",school
382504,hobbies,"fashion blogging, keyboard.",school
382518,sports,cricket,district
388080,others,abacus ,state
382512,sports,cricket,school
382512,games,chess,school
382512,hobbies,swimming,school
322072,hobbies,"playing the guitar,piano  ",school
388522,sports,cricket,school
388522,games,carrom,school
388510,sports,_____________________,school
388510,games,_____________________,school
388510,cultural,_____________________,school
388510,hobbies,playing guitar ,school
388510,others,attended aeromodelling workshop at dj sanghvi college and made an radio controlled remote planeatteneded robotics workshop in school,school
388508,sports,cricket football,school
388508,hobbies,technical paper presentation,state
388508,others,project competition,national
388504,sports,table tennis,school
388504,cultural,dance,school
388520,sports,"football , cricket ",school
388514,sports,kho kho ,school
388514,cultural,"dancing , drama ",school
388514,hobbies,collect various information ,school
388502,sports,school level cricket team,school
388502,games,badminton,school
388502,cultural,patriotic related activities,school
388502,hobbies,playing cricket,school
388502,others,loves to study and grab information about different countries,school
382514,sports,"badminton , cricket",school
382514,games,online pc gaming ,school
346140,sports,cricket,school
346140,games,carraom,school
346140,cultural,drama,school
346140,hobbies,running,school
346140,others,newspaper ,school
382086,sports,cricket ,school
382086,hobbies,outdoor sports ,school
382080,sports,cricket,school
382080,games,football,school
382080,hobbies,video games,school
382062,games,carrom,school
382062,hobbies,gaming coding ,school
382094,sports,badminton,school
382094,hobbies,"listening to music, singing",school
342032,hobbies,writing,school
